Code,Group,Sub group,Section,Object,Title,NBS Code,NRM
PM_30_30_24,30,30,24,,Environmental constraints report,,
PM_30_30_25,30,30,25,,Ecology survey report,00-05-10/135 Ecology survey report;,
PM_30_30_26,30,30,26,,Environmental action report,,
PM_30_30_27,30,30,27,,Environmental impact report,00-60-70/190 Environmental assessment information;,
PM_30_30_28,30,30,28,,Environmental survey report,,
PM_30_30_29,30,30,29,,Flood risk assessment report,,
PM_30_30_30,30,30,30,,Flood forecasting model,,
PM_30_30_31,30,30,31,,Flood protection information,,
PM_30_30_32,30,30,32,,Fluvial flow model,,
PM_30_30_33,30,30,33,,Flood simulation model,,
PM_30_30_39,30,30,39,,Hydrological model,,
PM_30_30_41,30,30,41,,Integrated catchment model,,
PM_30_30_46,30,30,46,,Landscape impact assessment,,
PM_30_30_51,30,30,51,,Measured building survey information,,
PM_30_30_53,30,30,53,,Model calibration information,,
PM_30_30_58,30,30,58,,Operational waste management plan,,
PM_30_30_65,30,30,65,,Pluvial flow model,,
PM_30_30_72,30,30,72,,Road safety audit report,,
PM_30_30_75,30,30,75,,Seismic survey report,,
PM_30_30_85,30,30,85,,Sustainability information,00-60-70/180 Sustainability assessment information;,
PM_30_30_86,30,30,86,,Thermal and environmental model,,
PM_30_30_87,30,30,87,,Tidal information,,
PM_30_30_88,30,30,88,,Tidal and coastal boundary information,,
PM_30_30_96,30,30,96,,Water management information,,
PM_30_30_97,30,30,97,,Water quality assessment information,,
PM_30_30_98,30,30,98,,Weather and climate information,,
PM_30_40,30,40,,,Hazardous substances information,00-05-10/145 Hazardous substances information;,
PM_30_40_06,30,40,06,,Asbestos survey report,00-05-10/150 Asbestos survey report;,
PM_30_40_10,30,40,10,,Biological agents survey report,,
PM_30_40_33,30,40,33,,Gases survey report,,
PM_30_40_36,30,40,36,,Hazardous chemicals survey report,,
PM_30_40_39,30,40,39,,Heavy metals survey report,,
PM_30_40_46,30,40,46,,Lead survey report,00-05-10/155 Lead survey report;,
PM_30_40_70,30,40,70,,Radioactive waste survey report,,
PM_30_40_92,30,40,92,,Unexploded ordnance survey report,,
PM_30_40_94,30,40,94,,Volatile organic compounds survey report,,
PM_35,35,,,,Project performance requirements,,
PM_35_05,35,05,,,Project context requirements,05-35-10/265 Project context performance requirements;,
PM_35_05_22,35,05,22,,Development performance requirements,,
PM_35_05_79,35,05,79,,Site context requirements,,
PM_35_10,35,10,,,Quality and operational properties performance requirements,,
PM_35_10_13,35,10,13,,Comfort performance requirements,05-35-10/213 Comfort performance requirements;,
PM_35_10_15,35,10,15,,Condensation control performance requirements,05-35-40/215 Condensation control performance requirements;,
PM_35_10_22,35,10,22,,Design quality performance requirements,05-35-10/222 Design quality performance requirements;,
PM_35_10_25,35,10,25,,Durability performance requirements,05-35-10/227 Durability performance requirements;,
PM_35_10_32,35,10,32,,Functional properties performance requirements,05-35-10/232 Functional properties performance requirements;,
PM_35_10_47,35,10,47,,Life cycle performance requirements,05-35-10/247 Life cycle performance requirements;,
PM_35_10_60,35,10,60,,Performance compliance requirements,05-35-10/260 Performance compliance requirements;,
PM_35_10_96,35,10,96,,Watertightness performance requirements,05-35-40/296 Watertightness performance requirements;,
PM_35_20,35,20,,,Structural performance requirements,,
PM_35_20_03,35,20,03,,Accidental loading performance requirements,05-35-20/203 Accidental loading performance requirements;,
PM_35_20_26,35,20,26,,Earthquake loading performance requirements,05-35-20/226 Earthquake loading performance requirements;,
PM_35_20_33,35,20,33,,Geotechnical performance requirements,05-35-20/233 Geotechnical performance requirements;,
PM_35_20_42,35,20,42,,Imposed loads performance requirements,05-35-20/242 Imposed loads performance requirements;,
PM_35_20_62,35,20,62,,Permanent loads performance requirements,05-35-20/262 Permanent loads performance requirements;,
PM_35_20_76,35,20,76,,Snow and ice load performance requirements,05-35-20/276 Snow and ice load performance requirements;,
PM_35_20_80,35,20,80,,Structural design performance requirements,05-35-20/280 Structural design performance requirements;,
PM_35_20_82,35,20,82,,Subsidence mitigation performance requirements,05-35-20/282 Subsidence mitigation performance requirements;,
PM_35_20_90,35,20,90,,Thermal actions performance requirements,05-35-20/290 Thermal actions performance requirements;,
PM_35_20_96,35,20,96,,Wind loading performance requirements,05-35-20/296 Wind loading performance requirements;,
PM_35_30,35,30,,,Fire performance requirements,,
PM_35_30_04,35,30,04,,Automatic fire suppression performance requirements,05-35-30/204 Automatic fire suppression performance requirements;,
PM_35_30_20,35,30,20,,Escape lighting performance requirements,05-35-30/220 Escape lighting performance requirements;,
PM_35_30_24,35,30,24,,Fire and rescue service requirements,05-35-30/224 Fire and rescue service requirements;,
PM_35_30_26,35,30,26,,Fire protection zone requirements,05-35-30/226 Fire protection zone requirements;,
PM_35_30_28,35,30,28,,Fire resistance performance requirements,05-35-30/332 Fire resistance – European classification;,
PM_35_30_30,35,30,30,,Fire safety performance requirements,05-35-30/320 Fire safety – special building types;,
PM_35_30_70,35,30,70,,Reaction to fire performance requirements,05-35-30/270 Reaction to fire performance requirements;,
PM_35_30_80,35,30,80,,Spread of fire performance requirements,05-35-30/280 Spread of fire performance requirements;,
PM_35_30_85,35,30,85,,Structural fire performance requirements,05-35-30/285 Structural fire performance requirements;,
PM_35_30_96,35,30,96,,Wildfire protection performance requirements,05-35-30/296 Wildfire protection performance requirements;,
PM_35_40,35,40,,,Environmentally sustainable design requirements,,
PM_35_40_08,35,40,08,,Biodiversity performance requirements,05-35-40/208 Biodiversity performance requirements;,
PM_35_40_30,35,40,30,,Environmental scheme performance requirements,05-35-40/310 Sustainable scheme performance;,
PM_35_40_32,35,40,32,,Flood defence performance requirements,05-35-40/232 Flood defence performance requirements;,
PM_35_40_34,35,40,34,,Habitat performance requirements,05-20-05/205 Design of biodiversity and habitat conservation measures;,
PM_35_40_35,35,40,35,,Hazardous materials control requirements,05-35-40/235 Hazardous materials performance requirements;,
PM_35_40_38,35,40,38,,Hydrological performance requirements,05-35-40/238 Hydrological performance requirements;,
PM_35_40_72,35,40,72,,Resistance to ground contaminants requirements,05-35-40/272 Resistance to ground contaminants performance requirements;,
PM_35_40_84,35,40,84,,Sustainability performance requirements,05-35-40/284 Sustainability performance requirements;,
PM_35_50,35,50,,,Safety performance requirements,,
PM_35_50_01,35,50,01,,Accessibility performance requirements,05-35-50/201 Accessibility performance requirements;,
PM_35_50_08,35,50,08,,Biosecurity performance requirements,05-35-40/233 Flora biosecurity performance requirements;,
PM_35_50_47,35,50,47,,Lightning protection performance requirements,05-35-40/247 Lightning protection performance requirements;,
PM_35_50_65,35,50,65,,Project and site safety performance requirements,05-35-50/265 Project and site safety performance;,
PM_35_50_72,35,50,72,,Safety and protection performance requirements,,
PM_35_50_74,35,50,74,,Security performance requirements,05-35-50/280 Security;,
PM_35_60,35,60,,,Acoustic performance requirements,,
PM_35_60_01,35,60,01,,Acoustic attenuation performance requirements,05-35-60/360 Weighted sound reduction index;,
PM_35_60_03,35,60,03,,Acoustic diffusion performance requirements,05-35-60/370 Weighted normalized flanking level difference;,
PM_35_60_05,35,60,05,,Acoustic separation performance requirements,05-35-60/330 Acoustic performance of healthcare buildings;,
PM_35_60_95,35,60,95,,Vibration control performance requirements,05-35-60/395 Vibration control performance requirements;,
PM_35_70,35,70,,,Energy performance requirements,,
PM_35_70_03,35,70,03,,Airtightness performance requirements,05-35-40/203 Airtightness performance requirements;,
PM_35_70_05,35,70,05,,Air conditioning performance requirements,05-35-70/320 Design of air conditioning systems;,
PM_35_70_15,35,70,15,,Chilled water performance requirements,,
PM_35_70_17,35,70,17,,Combustion appliance performance requirements,05-35-70/217 Combustion appliance performance requirements;,
PM_35_70_20,35,70,20,,Daylight and shading performance requirements,05-35-70/220 Daylight and shading performance requirements;,
PM_35_70_36,35,70,36,,Heating performance requirements,05-35-70/230 Heating performance requirements;,
PM_35_70_38,35,70,38,,Hot and cold water supply performance requirements,05-35-70/238 Hot and cold water supply performance requirements;,
PM_35_70_46,35,70,46,,Lighting performance requirements,05-35-70/246 Lighting performance requirements;,
PM_35_70_92,35,70,92,,Thermal performance requirements,05-35-70/292 Thermal performance requirements;,
PM_35_70_94,35,70,94,,Ventilation performance requirements,05-35-70/340 Design of ventilation systems for non-domestic buildings;,
PM_40,40,,,,Design and approvals information,,
PM_40_20,40,20,,,Design strategies,,
PM_40_20_01,40,20,01,,Access and maintenance strategy,,
PM_40_20_02,40,20,02,,Acoustic strategy,,
PM_40_20_05,40,20,05,,Air conditioning design strategy,,
PM_40_20_10,40,20,10,,Building services strategy,,
PM_40_20_13,40,20,13,,Civil engineering design strategy,,
PM_40_20_15,40,20,15,,Commissioning strategy,,
PM_40_20_17,40,20,17,,Conservation strategy,,
PM_40_20_19,40,20,19,,Cost plan strategy,,
PM_40_20_21,40,20,21,,Daylight design strategy,,
PM_40_20_26,40,20,26,,Energy strategy,,
PM_40_20_30,40,20,30,,Fire safety strategy,,
PM_40_20_36,40,20,36,,Health and safety strategy,,
PM_40_20_38,40,20,38,,Heating and cooling design strategy,,
PM_40_20_42,40,20,42,,Inclusive design strategy,,
PM_40_20_43,40,20,43,,Information and communications technology (ICT) strategy,,
PM_40_20_47,40,20,47,,Lighting strategy,,
PM_40_20_63,40,20,63,,Planning strategy,,
PM_40_20_64,40,20,64,,Plant and equipment replacement strategy,,
PM_40_20_65,40,20,65,,Plan for use strategy,,
PM_40_20_77,40,20,77,,Security strategy,,
PM_40_20_83,40,20,83,,Structural engineering design strategy,,
PM_40_20_85,40,20,85,,Sustainability strategy,,
PM_40_20_94,40,20,94,,Ventilation design strategy,,
PM_40_30,40,30,,,Design information,00-70-70/420A Design documents;,
PM_40_30_17,40,30,17,,Concept analysis,,
PM_40_30_18,40,30,18,,Construction specification,,
PM_40_30_20,40,30,20,,Design calculations,,
PM_40_30_21,40,30,21,,Design development register information,,
PM_40_30_22,40,30,22,,Designer health and safety risk assessment,,
PM_40_30_23,40,30,23,,Design philosophy statement,00-70-70/360 Design and management objectives statement;,
PM_40_30_24,40,30,24,,Design responsibility matrix,,
PM_40_30_25,40,30,25,,Developmental control plan,,
PM_40_30_27,40,30,27,,Energy target,00-60-70/170 Energy rating calculation;,
PM_40_30_34,40,30,34,,Graphical information,,
PM_40_30_50,40,30,50,,Management control plan,,
PM_40_30_52,40,30,52,,"Mechanical, electrical, instrumentation, controls and automation (MEICA) design",,
PM_40_30_58,40,30,58,,Outline specification,,
PM_40_30_60,40,30,60,,Parametric information,,
PM_40_30_61,40,30,61,,Performance specification,,
PM_40_30_62,40,30,62,,Photorealistic visualization images,,
PM_40_30_63,40,30,63,,Photorealistic visualization model,,
PM_40_30_70,40,30,70,,Room data,,
PM_40_30_89,40,30,89,,Technical information,,
PM_40_35,40,35,,,Design models,,
PM_40_35_04,40,35,04,,Architects models,,
PM_40_35_10,40,35,10,,Building services models,,
PM_40_35_11,40,35,11,,Catering models,,
PM_40_35_15,40,35,15,,Civil engineering models,,
PM_40_35_29,40,35,29,,"Fittings, furnishings and equipment (FF&E) models",,
PM_40_35_45,40,35,45,,Landscape model,,
PM_40_35_83,40,35,83,,Structural engineering models,,
PM_40_40,40,40,,,Design drawings,,
PM_40_40_01,40,40,01,,2D plan drawings,,
PM_40_40_02,40,40,02,,3D plan drawings,,
PM_40_40_10,40,40,10,,Builders' work drawings,,
PM_40_40_15,40,40,15,,Coordination drawings,,
PM_40_40_18,40,40,18,,Cross-section drawings,,
PM_40_40_20,40,40,20,,Decant drawings,,
PM_40_40_22,40,40,22,,Diagrammatical drawings,,
PM_40_40_27,40,40,27,,Elevation drawings,,
PM_40_40_34,40,40,34,,General arrangement drawings,,
PM_40_40_42,40,40,42,,Isometric drawings,,
PM_40_40_50,40,40,50,,Manufacturer's drawings,,
PM_40_40_54,40,40,54,,Multi-view drawings,,
PM_40_40_63,40,40,63,,Phasing drawings,,
PM_40_40_75,40,40,75,,Schematic drawings,,
PM_40_40_79,40,40,79,,Sketch drawings,,
PM_40_40_88,40,40,88,,Technical design drawings,,
PM_40_50,40,50,,,Approvals information,,
PM_40_50_03,40,50,03,,Approvals and assurance plan,,
PM_40_50_10,40,50,10,,Building codes application,,
PM_40_50_12,40,50,12,,Building codes approval,,
PM_40_50_14,40,50,14,,Consent,,
PM_40_50_16,40,50,16,,Contribution agreement,,
PM_40_50_30,40,50,30,,Fire officer approval,,
PM_40_50_32,40,50,32,,Funding profile,,
PM_40_50_37,40,50,37,,Heritage registration,,
PM_40_50_41,40,50,41,,Internal approval,,
PM_40_50_47,40,50,47,,Landowner agreement,,
PM_40_50_49,40,50,49,,Letter of authority,,
PM_40_50_60,40,50,60,,Partnership agreement,,
PM_40_50_63,40,50,63,,Planning application,,
PM_40_50_64,40,50,64,,Planning conditions information,,
PM_40_50_65,40,50,65,,Planning permission,,
PM_40_50_67,40,50,67,,Project board agreement,,
PM_40_50_69,40,50,69,,Project team agreement,00-30-70/135 Project Team Agreement;,
PM_40_60,40,60,,,Project information management information,,
PM_40_60_01,40,60,01,,4D programme federated model,,
PM_40_60_02,40,60,02,,5D cost federated model,,
PM_40_60_03,40,60,03,,6D handover sequence federated model,,
PM_40_60_05,40,60,05,,Activities terminology,00-05-15/310 Activity terminology;,
PM_40_60_06,40,60,06,,Asset delivery description,,
PM_40_60_07,40,60,07,,Benefits realization plan,,
PM_40_60_08,40,60,08,,BIM execution plan,00-40-70/175 BIM Execution Plan (BEP);,
PM_40_60_11,40,60,11,,Capability and capacity assessment report,,
PM_40_60_12,40,60,12,,Clash detection resolution report,,
PM_40_60_16,40,60,16,,COBie data set,,
PM_40_60_18,40,60,18,,Communications plan,,
PM_40_60_19,40,60,19,,Construction risk review,,
PM_40_60_20,40,60,20,,Contingency plan,,
PM_40_60_21,40,60,21,,Curriculum vitae (CV),,
PM_40_60_22,40,60,22,,Data security policy,00-70-70/100 Freedom of information;,
PM_40_60_23,40,60,23,,Description terminology,00-05-15/210 Description terminology;,
PM_40_60_24,40,60,24,,Detailed responsibility matrix,,
PM_40_60_25,40,60,25,,Design process management plan,,
PM_40_60_26,40,60,26,,Design programme,,
PM_40_60_27,40,60,27,,Electronic data interchange (EDI),00-70-70/200A Electronic Data Interchange (EDI);,
PM_40_60_31,40,60,31,,Federated coordination models,,
PM_40_60_33,40,60,33,,Federated information models,,
PM_40_60_38,40,60,38,,Information assurance,,
PM_40_60_39,40,60,39,,Information validation,,
PM_40_60_40,40,60,40,,Information verification,,
PM_40_60_41,40,60,41,,Information delivery plan,,
PM_40_60_43,40,60,43,,Installation process management plan,,
PM_40_60_45,40,60,45,,Key performance indicator (KPI) information,,
PM_40_60_47,40,60,47,,Landowner notice,,
PM_40_60_50,40,60,50,,Master information delivery plan,00-70-70/370 Information Release Schedule;,
PM_40_60_53,40,60,53,,Mobilization plan,,
PM_40_60_62,40,60,62,,Post-occupancy evaluation,,
PM_40_60_64,40,60,64,,Pre-appointment BIM execution plan,,
PM_40_60_65,40,60,65,,Project execution plan,,
PM_40_60_66,40,60,66,,Project information production methods and procedures,,
PM_40_60_67,40,60,67,,Project information protocol,,
PM_40_60_68,40,60,68,,Project information standards,,
PM_40_60_70,40,60,70,,Risk schedule,,
PM_40_60_72,40,60,72,,Risk and opportunities management plan,,
PM_40_60_85,40,60,85,,Stakeholder management plan,,
PM_40_60_87,40,60,87,,Task information delivery plan,,
PM_40_60_89,40,60,89,,Through-life management plan (TLMP),,
PM_50,50,,,,Financial and commercial information,,
PM_50_30,50,30,,,Economic viability information,,
PM_50_30_10,50,30,10,,Business case,,
PM_50_30_11,50,30,11,,Capital contributions information,,
PM_50_30_12,50,30,12,,Commercial compliance report,,
PM_50_30_14,50,30,14,,Commercial plan,,
PM_50_30_16,50,30,16,,Commercial strategy,,
PM_50_30_18,50,30,18,,Cost model and indicative costing,,
PM_50_30_26,50,30,26,,Earned value management report,,
PM_50_30_27,50,30,27,,Efficiency assessment,,
PM_50_30_28,50,30,28,,Financial damage assessment,,
PM_50_30_29,50,30,29,,Financial strategy,,
PM_50_30_30,50,30,30,,Funding information,,
PM_50_30_40,50,30,40,,Initial planning estimate,,
PM_50_30_42,50,30,42,,Investment appraisal,,
PM_50_30_60,50,30,60,,Partnership funding report,,
PM_50_30_64,50,30,64,,Preliminary business case,,
PM_50_30_66,50,30,66,,Pre-tender estimate,,
PM_50_30_68,50,30,68,,Private-sector participation (PSP) evaluation report,,
PM_50_30_70,50,30,70,,Private-sector participation (PSP) financial close,,
PM_50_30_85,50,30,85,,Supply chain agreement,,
PM_50_30_96,50,30,96,,Whole-life costing,,
PM_50_50,50,50,,,Procurement and tendering information,,
PM_50_50_01,50,50,01,,Procurement strategy,,
PM_50_50_03,50,50,03,,Prior information notice,,
PM_50_50_05,50,50,05,,Advance procurement information,00-10-70/210 Advance procurement;,
PM_50_50_10,50,50,10,,Tender enquiry,00-30-70/120 Preliminary Enquiry;,
PM_50_50_12,50,50,12,,Tender programme,00-30-70/150 Tender Programme;,
PM_50_50_15,50,50,15,,Tender invitation,00-30-70/130 Tenders to be invited;,
PM_50_50_20,50,50,20,,Early contractor involvement information,,
PM_50_50_25,50,50,25,,Framework agreement information,00-30-70/140 Framework Agreements;,
PM_50_50_30,50,50,30,,Tender acceptance criteria,00-30-70/165 Tender acceptance;,
PM_50_50_35,50,50,35,,Tender documents,00-30-70/170 The Tender documents;,
PM_50_50_40,50,50,40,,Private-sector participation (PSP) tender,,
PM_50_50_45,50,50,45,,Tender clarification report,00-30-70/180 Tender queries;,
PM_50_50_50,50,50,50,,Tender instruction,00-30-70/190 Tender instructions;,
PM_50_50_55,50,50,55,,Tender site visit strategy,00-30-70/220 Site visit;,
PM_50_50_60,50,50,60,,Tender return,00-30-70/230 Return of Tender;,
PM_50_50_65,50,50,65,,Tender assessment report,00-30-70/310 Assessment;,
PM_50_50_70,50,50,70,,Tender evaluation report,,
PM_50_50_75,50,50,75,,Tender error resolution strategy,00-30-70/320B Error resolution;,
PM_50_50_80,50,50,80,,Tender acceptance report,,
PM_50_50_85,50,50,85,,Post-tender negotiation,00-30-70/340 Post-Tender negotiations;,
PM_50_50_90,50,50,90,,Tender notification,00-30-70/410 Notification to Tenderers;,
PM_55,55,,,,Contract information,,
PM_55_15,55,15,,,Contract compliance information,,
PM_55_15_04,55,15,04,,Asset compliance information,,
PM_55_15_15,55,15,15,,Compliance statement,,
PM_55_15_17,55,15,17,,Contract notice,,
PM_55_15_47,55,15,47,,Liquidated damages information,,
PM_55_15_65,55,15,65,,Project brief derogations,,
PM_55_55,55,55,,,Contract,00-20-70/A1000 Articles;,
PM_55_55_70,55,55,70,,Services contract,,
PM_55_55_80,55,55,80,,Supplies contract,,
PM_55_55_85,55,55,85,,Target cost contracts,,
PM_55_55_90,55,55,90,,Works contract,,
PM_60,60,,,,Construction management information,,
PM_60_10,60,10,,,Site information,,
PM_60_10_50,60,10,50,,Site access information,00-40-70/110B Access to the site;,
PM_60_10_52,60,10,52,,Site altitude,,
PM_60_10_55,60,10,55,,Site branding information,00-40-70/790B Name boards and advertisements;,
PM_60_10_58,60,10,58,,Site establishment information,,
PM_60_10_60,60,10,60,,Site grid reference,,
PM_60_10_65,60,10,65,,Site safety plan,00-40-70/310 Health and Safety statement;,
PM_60_10_70,60,10,70,,Site services information,,
PM_60_10_75,60,10,75,,Site set-up information,00-40-70/800 Temporary shoring;,
PM_60_10_77,60,10,77,,Site security information,00-40-70/600 Security – contract minimum requirement;,
PM_60_10_80,60,10,80,,Surrounding land and building uses report,,
PM_60_10_83,60,10,83,,Temporary services information,00-40-70/540A Lighting and power;,
PM_60_10_85,60,10,85,,Temporary works  information,00-40-70/480 Parking;,
PM_60_10_90,60,10,90,,Temporary works impact report,,
PM_60_10_95,60,10,95,,Working area information,00-40-70/130B Working area;,
PM_60_20,60,20,,,Project requirements,,
PM_60_20_15,60,20,15,,Completion work information,,
PM_60_20_20,60,20,20,,Concurrent work information,,
PM_60_20_22,60,20,22,,Construction method statement,,
PM_60_20_24,60,20,24,,Decant programme,,
PM_60_20_26,60,20,26,,Decant protocol,,
PM_60_20_55,60,20,55,,Nominated subcontractor or supplier work information,,
PM_60_20_60,60,20,60,,Pre-construction information,00-05-10/170 Preconstruction information;,
PM_60_20_62,60,20,62,,Pre-ordered items information,,
PM_60_20_64,60,20,64,,Prime cost item,00-60-70/600D Daywork charges;,
PM_60_20_65,60,20,65,,Preparatory work information,,
PM_60_20_67,60,20,67,,Provisional item,00-10-70/310 Provisional sum for undefined work;,
PM_60_20_70,60,20,70,,"Red, amber, green (RAG) list compliance",,
PM_60_20_79,60,20,79,,Setting out methodology,00-60-70/410 Setting out records;,
PM_60_20_90,60,20,90,,Works by local authority information,,
PM_60_20_95,60,20,95,,Work by statutory undertakers information,,
PM_60_25,60,25,,,Construction models,,
PM_60_25_83,60,25,83,,Structural fabrication models,,
PM_60_30,60,30,,,Contract programme and progress,00-50-70/695 METHOD AND SEQUENCE;,
PM_60_30_05,60,30,05,,Actions log,,
PM_60_30_13,60,30,13,,Commissioning programme,00-70-70/910 Performance testing programme;,
PM_60_30_15,60,30,15,,Communications log,,
PM_60_30_17,60,30,17,,Consultation strategy,,
PM_60_30_19,60,30,19,,Contract administration information,00-70-70/380C Method statements;,
PM_60_30_20,60,30,20,,Contract programme,00-40-70/260 Revised Programme;,
PM_60_30_22,60,30,22,,Delivery risk review,,
PM_60_30_26,60,30,26,,Early warning notice,,
PM_60_30_28,60,30,28,,Exception report,,
PM_60_30_37,60,30,37,,Highlights report,,
PM_60_30_40,60,30,40,,Issues log,,
PM_60_30_45,60,30,45,,Limitations on method report,00-50-70/780 Use or disposal of materials;,
PM_60_30_47,60,30,47,,Limitations on sequence report,,
PM_60_30_49,60,30,49,,Limitations on timing report,00-50-70/790 Working hours;,
PM_60_30_51,60,30,51,,Limitations on use of site report,,
PM_60_30_57,60,30,57,,Notice of commencement,00-40-70/280A Commencement of work;,
PM_60_30_66,60,30,66,,Progress report,00-50-70/170A Progress report;,
PM_60_30_71,60,30,71,,Request for information (RFI),,
PM_60_30_73,60,30,73,,"Responsible, accountable, consulted and informed (RACI) log",,
PM_60_30_80,60,30,80,,Stage end report,,
PM_60_40,60,40,,,Meetings and records,,
PM_60_40_05,60,40,05,,Accident report,,
PM_60_40_40,60,40,40,,Labour and equipment record,00-70-70/650 Sub subcontractors;,
PM_60_40_50,60,40,50,,Meeting agenda,,
PM_60_40_55,60,40,55,,Meeting minutes,,
PM_60_40_58,60,40,58,,Progress photographs,00-50-70/190 Photographs;,
PM_60_40_60,60,40,60,,Progress record,00-50-70/180 Contractor’s progress meetings;,
PM_60_40_70,60,40,70,,Record photographs,,
PM_60_40_72,60,40,72,,Risk register,,
PM_60_50,60,50,,,Contract cost management,,
PM_60_50_10,60,50,10,,Budget,00-70-70/270 Fluctuations;,
PM_60_50_12,60,50,12,,Cash flow forecast,00-40-70/160 Cash flow forecast;,
PM_60_50_16,60,50,16,,Compensation event,00-70-70/730 Notification of compensation event;,
PM_60_50_17,60,50,17,,Completion certificate,00-60-70/630B Verification certificates;,
PM_60_50_19,60,50,19,,Contract change to forecast,,
PM_60_50_20,60,50,20,,Contract instruction,,
PM_60_50_23,60,50,23,,Cost estimate,00-70-70/740C Proposed instructions;,
PM_60_50_25,60,50,25,,Cost forecast,,
PM_60_50_27,60,50,27,,Cost information report,00-70-70/150 Rules of measurement;,
PM_60_50_35,60,50,35,,Fee note,,
PM_60_50_37,60,50,37,,Financial report,,
PM_60_50_50,60,50,50,,Milestone payment schedule,,
PM_60_50_58,60,50,58,,Order,,
PM_60_50_60,60,50,60,,Payment application,,
PM_60_50_62,60,50,62,,Payment certificate,,
PM_60_50_63,60,50,63,,Pricing document,00-70-70/280E Schedule of Rates;,
PM_60_50_67,60,50,67,,Purchasing protocol,,
PM_60_50_69,60,50,69,,Quotation,,
PM_60_50_88,60,50,88,,Technical query,,
PM_60_50_90,60,50,90,,Timesheet,,
PM_60_60,60,60,,,Contract support information,,
PM_60_60_15,60,60,15,,Contacts list,00-40-70/170 Emergency contacts;,
PM_60_60_26,60,60,26,,Environmental protection information,00-70-70/510 Environmental targets - report;,
